[2026-07-15T12:37:05.443Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (2ms, -814B)
[2026-07-15T12:37:05.579Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/ambiance/index.html → 200 (?ms, 12354B)
[2026-07-15T12:37:05.582Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (?ms, -698B)
[2026-07-15T12:37:05.582Z] GET https://fonts.googleapis.com/css2?family=JetBrains+Mono&display=swap → 200 (?ms, -698B)
[2026-07-15T12:37:05.582Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 12082B)
[2026-07-15T12:37:05.582Z] GET file:///Users/arda/Projects/eardatasci.github.io/toggle.js → 200 (?ms, 993B)
[2026-07-15T12:37:05.582Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → 200 (257ms, 1321B)
[2026-07-15T12:37:05.582Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/ambiance/harvey.jpg → 200 (?ms, 57241B)
[2026-07-15T12:37:05.583Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -814B)
[2026-07-15T12:37:05.583Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKxTOlOVk6OThhvA.woff2 → 200 (1ms, -814B)
[2026-07-15T12:37:05.840Z] GET https://d29xw0ra2h4o4u.cloudfront.net/assets/scout-176be16681a03cbddd686f3cc96694d3aab338ea5cb65452f83d989309810528.js → 200 (?ms, -944B)
[2026-07-15T12:37:29.535Z] GET file:///Users/arda/Projects/eardatasci.github.io/index.html → 200 (?ms, 7182B)
